SENTTOT,SENSPLT0,DISTRICT,MONSEX,OFFGUIDE,SENTRNGE,XCRHISSR
0.03,0.03,70,0,17,3,2
70,70,47,0,10,2,3
0.03,0.03,70,0,17,0,1
0.03,0.03,70,0,17,3,3
8,8,41,0,17,0,2
60,60,36,0,16,8,1
32,32,42,1,10,8,1
24,24,42,0,17,0,1
24,24,81,0,10,7,1
8,8,41,0,17,0,2
4.83,4.83,41,0,17,0,1
18,18,41,0,17,0,3
18,18,47,0,13,7,4
2,2,70,0,13,8,1
48,48,5,0,13,7,4
12.03,12.03,41,0,17,0,3
60,60,4,0,10,0,1
,0,4,0,1,2,1
81,81,47,0,10,0,3
30,30,14,0,17,0,5
3.99,3.99,41,0,17,0,1
240,240,63,0,10,8,4
21,21,41,0,17,8,3
46,46,47,0,13,6,4
120,120,63,0,10,0,4
18,18,65,0,13,0,3
130,130,12,0,10,0,5
,0,13,1,16,0,1
21,21,41,0,17,0,2
12.03,12.03,14,0,17,0,2
0.13,0.13,70,1,17,3,1
27,27,47,0,10,2,1
21,21,24,0,1,0,3
18,18,70,0,10,3,2
6,6,11,0,17,3,3
13.03,13.03,74,0,10,3,1
12.03,12.03,69,1,30,0,1
,0,69,1,16,0,1
10,10,74,0,17,4,2
0.33,0.33,74,0,17,3,1
6,6,11,1,29,8,1
37,37,69,1,20,0,1
,0,74,1,16,4,1
37,37,25,0,13,0,3
100,100,20,0,10,2,3
,0,81,0,16,0,1
60,60,32,0,10,8,1
42,42,41,0,10,2,1
0.03,0.03,64,0,10,2,1
27,27,42,0,17,0,1
,0,41,0,13,8,2
54,54,25,0,13,0,3
0.69,0.69,80,0,17,0,2
46,46,30,0,13,0,4
94,94,42,0,17,8,4
75,75,8,0,10,8,3
,0,27,0,16,0,1
210,210,30,0,16,0,1
4.46,4.46,42,0,17,8,2
63,63,64,0,10,8,3
2.56,2.56,42,0,17,0,2
14,14,80,1,16,2,1
87,87,42,1,10,0,1
65.13,65.13,4,0,10,2,2
24,24,42,0,17,0,4
60,60,31,0,16,0,1
,0,26,0,30,0,1
30,30,61,0,10,2,1
60,60,31,0,16,0,1
0.03,0.03,69,0,16,0,3
86,86,76,0,7,2,3
60,60,27,0,13,8,6
87,87,61,0,7,8,1
36,36,27,0,13,8,6
5.26,5.26,42,1,17,0,1
151,151,31,0,16,0,1
1.92,1.92,42,0,17,0,1
27,27,42,0,17,5,3
70,70,68,0,10,2,1
120,120,42,0,10,0,2
18,30,74,1,10,4,1
180,180,68,0,10,2,3
160,160,42,0,10,2,1
12,12,42,0,17,0,3
151,151,31,0,16,0,1
,0,48,0,13,2,3
21,21,42,0,13,0,2
108,108,42,0,10,0,3
1.85,1.85,42,0,17,0,1
12.03,12.03,42,1,17,0,1
37,37,46,0,28,5,1
150,150,69,0,10,0,3
1.95,1.95,42,0,17,0,1
170,170,40,0,10,0,5
6,6,78,0,11,7,1
,0,13,0,16,0,1
57,57,42,0,10,0,5
49,49,12,0,16,0,2
470,470,66,0,22,0,5
156,156,39,0,10,2,6
24,24,16,0,10,2,1
,0,64,1,16,0,1
24,24,70,0,17,3,4
42,42,16,0,13,7,6
204,204,66,0,10,0,4
6,6,40,0,13,7,2
36,36,39,0,17,0,3
,3,47,1,16,2,1
140,140,40,0,10,0,5
18,18,10,0,10,7,3
30,30,40,0,13,0,3
128,128,42,0,27,2,1
18,18,42,0,19,8,1
216,216,48,0,27,8,1
180,180,0,0,10,0,5
63,63,13,0,10,2,4
6.2,6.2,42,0,17,0,1
14,14,25,0,13,8,1
0.23,0.23,17,0,30,,
13.69,13.69,1,0,16,2,1
192,192,30,0,10,2,6
0.03,0.03,72,0,17,3,2
19,19,66,0,13,8,4
,0,25,0,10,8,3
46,46,68,0,10,2,1
12.03,12.03,70,1,23,7,1
60,60,42,0,10,0,2
16,16,48,0,5,8,1
46,46,56,0,10,2,1
23,23,74,0,17,3,5
120,120,2,0,10,8,4
1.92,1.92,42,0,17,0,1
87,87,40,0,10,0,3
36,36,79,0,26,7,1
72,72,16,0,13,7,6
0.03,0.03,70,0,17,0,1
0.03,0.03,79,0,16,0,1
12.03,12.03,70,0,17,3,1
77,77,87,0,13,0,6
126,126,75,0,27,0,1
37,37,42,0,13,0,3
60,60,40,0,13,1,5
6,6,84,0,17,3,2
16,16,6,1,17,2,1
30,30,84,0,10,2,1
84,84,39,0,10,8,2
29.23,29.23,72,0,26,8,1
46,46,83,0,10,0,1
120,120,83,0,10,2,6
175,175,42,0,10,0,4
54,54,30,0,7,8,1
188,188,30,0,7,0,1
120,120,88,0,7,0,2
190,190,72,0,10,0,6
68,68,83,0,13,6,3
18,18,70,0,17,3,3
15,15,41,0,17,0,4
30,30,41,0,17,0,5
30,30,41,0,17,0,3
36,36,5,0,17,8,4
4.93,4.93,74,0,17,3,3
60,60,3,0,16,8,1
3.76,3.76,42,0,17,0,1
45,45,65,0,10,2,1
180,180,65,0,10,7,6
14,14,88,0,1,8,3
24,24,87,0,30,,5
51,51,65,0,29,0,6
1.92,1.92,42,0,17,0,1
60,60,30,0,7,5,1
20,20,42,0,13,8,1
32,32,42,1,10,8,1
147,147,72,0,10,0,1
24,24,15,0,13,7,3
8,8,41,0,17,0,2
12.03,12.03,32,0,24,0,1
51,51,17,0,26,0,1
6,6,26,0,5,8,1
18,18,41,0,17,0,3
8,8,15,0,13,0,1
150,150,90,0,10,2,1
66,66,65,0,13,8,5
60,60,52,0,10,2,2
120,120,15,0,10,0,1
14,14,88,0,17,3,3
33,33,65,0,13,0,5
,0,88,0,13,8,2
18,18,74,0,10,3,1
36,36,88,0,13,7,6
144,144,40,0,10,7,6
100,100,39,0,10,2,6
292,292,20,1,10,0,6
63,63,90,0,10,0,1
11.17,11.17,74,1,10,3,1
18,18,19,0,13,8,2
0.03,12.03,73,0,10,2,6
28,28,73,0,12,7,6
199,199,17,0,10,0,5
,0,41,0,17,8,1
18,18,73,1,16,8,1
70,70,45,0,27,6,1
60,60,31,1,10,8,1
41,41,25,0,10,0,2
57,57,31,0,10,8,1
16,16,6,0,17,2,1
58,58,9,0,13,6,6
60,60,32,0,13,0,1
222,222,45,0,27,8,1
2.96,2.96,45,1,10,8,1
4,4,31,0,17,0,1
6,6,6,0,17,8,1
60,60,45,0,10,8,4
40,40,42,0,27,8,1
57,57,31,0,10,8,1
60,60,45,0,10,0,3
8,8,42,0,17,0,1
30,30,42,0,17,0,2
0.03,0.03,45,0,16,8,1
120,120,45,0,10,0,2
40,40,50,0,13,0,4
45,45,50,0,13,7,6
20,20,50,0,13,8,1
50,50,40,0,13,1,4
15,15,6,0,17,0,1
6.89,6.89,6,0,17,8,1
100,100,47,0,21,0,6
12,12,42,0,17,6,1
24,24,70,0,10,3,1
37,37,66,0,13,0,3
204,204,30,0,26,8,1
292,292,69,0,10,0,6
120,120,69,0,27,0,6
166,166,69,0,10,0,6
115,115,69,0,10,0,4
48,48,69,1,10,0,1
120,120,69,0,20,1,1
270,270,17,0,27,8,1
84,84,82,1,13,0,5
156,156,69,0,10,0,5
24.03,24.03,69,0,4,8,1
24,24,74,0,17,3,4
21,21,40,0,17,0,2
71,71,31,0,17,0,2
60,60,45,0,10,0,2
41,41,40,0,13,6,2
21,21,72,0,13,8,5
18,18,90,0,4,8,1
9,9,42,1,17,6,1
,0,70,0,17,7,1
4.14,4.14,84,0,17,0,1
60,60,50,0,21,7,1
2.89,2.89,84,0,17,8,3
7.75,7.75,84,0,17,0,1
240,240,69,1,10,0,3
30,30,88,0,13,0,3
6,6,41,0,17,5,6
0.03,0.03,45,0,1,8,1
144,144,63,1,10,2,3
92,92,23,0,10,0,6
135,135,24,0,10,0,1
24,24,8,0,10,8,2
30,30,4,1,10,8,1
204,204,63,0,10,8,6
37,37,8,0,1,0,3
18,18,42,0,17,0,4
12.03,12.03,87,0,13,0,2
0.03,0.03,4,0,17,0,1
6.56,6.56,42,0,17,0,1
5.23,5.23,42,0,17,0,2
40,40,32,0,10,8,3
37,37,42,0,10,8,1
16,16,84,0,17,3,5
5.07,5.07,42,0,17,0,1
6.04,6.04,84,0,17,8,1
5.56,5.56,42,0,17,0,1
8,8,68,0,25,8,6
80,80,68,0,10,2,6
52,52,68,0,10,2,2
42,42,76,0,13,8,5
78,78,68,0,10,2,1
24,24,84,0,17,0,3
96,96,49,0,13,0,6
0.03,0.03,42,0,17,0,2
324,324,63,0,10,8,3
12,12,42,0,17,0,2
18,18,42,0,17,0,3
3.84,3.84,70,0,17,3,2
33,33,47,0,10,8,1
48,48,2,0,10,7,6
42,42,40,0,5,8,2
21,21,12,0,17,0,2
151,151,49,0,10,0,6
48,48,66,0,10,2,1
24,24,42,0,17,0,4
3,6,6,1,16,8,1
2.76,2.76,84,0,17,0,1
1.54,1.54,84,0,17,0,1
39,39,68,0,10,2,1
5.79,5.79,42,0,17,8,1
60,60,42,1,10,0,4
37,37,42,0,10,8,1
0.03,0.03,41,0,17,0,2
14,14,41,0,21,8,1
97,97,42,0,10,0,1
9.1,9.1,42,0,17,0,1
11,11,42,0,17,0,2
11,11,42,0,17,0,2
4.99,4.99,41,0,17,0,1
60,60,96,0,13,0,5
87,87,62,0,10,0,1
60,60,83,0,13,0,1
54,54,66,0,26,8,4
11.79,11.79,42,0,17,0,1
8.59,8.59,42,0,17,0,1
125,125,49,1,10,8,3
21,21,37,0,10,0,2
108,108,85,0,4,1,6
11.16,11.16,42,0,17,0,1
0.03,0.03,14,0,13,7,1
6.07,6.07,42,1,17,0,1
70,70,76,0,10,0,4
37,37,42,1,10,0,3
46,46,76,0,10,8,4
72,72,8,0,10,7,1
6,6,42,0,17,0,1
0.03,0.03,42,0,17,0,1
96,96,42,1,10,8,5
77,77,0,0,13,0,6
15,15,76,0,13,8,4
72,72,37,0,10,8,2
41,41,84,0,17,0,6
300,300,6,0,27,8,3
160,160,49,0,10,8,2
51,51,1,0,13,7,6
180,180,50,0,26,2,5
43,43,47,0,13,0,4
5.75,5.75,84,0,17,7,1
6,6,84,0,17,3,2
6,6,37,0,16,0,1
30,30,4,0,13,0,1
30,30,24,0,10,0,3
180,180,20,0,10,7,6
24,24,84,0,17,3,4
78,78,67,0,13,0,3
264,264,87,0,21,8,6
78,78,4,1,7,0,1
18,18,84,0,17,3,1
36,36,42,1,10,2,3
70,70,96,0,10,8,3
5,5,41,0,17,0,1
33,33,16,0,13,0,2
180,180,47,0,10,7,6
35,35,96,0,13,0,3
80,80,12,0,10,0,3
36,36,76,0,10,8,1
18,18,35,1,16,8,1
66,66,31,0,13,8,6
33,48,16,0,10,2,3
,0,47,1,10,8,1
18,18,84,0,17,0,3
120,120,4,0,10,7,2
6,6,41,0,17,5,2
18,18,32,1,13,8,1
2.99,2.99,41,0,17,0,2
4,4,41,0,17,0,3
10,10,74,0,17,3,2
,0,68,0,16,7,1
7,7,70,0,17,3,2
120,120,42,0,27,0,1
48,48,80,0,10,7,5
12.03,12.03,41,0,17,1,2
12.03,12.03,48,0,16,2,6
12.03,12.03,84,1,17,8,2
12.03,12.03,41,1,17,3,4
120,120,77,0,10,0,3
15,15,41,0,17,0,4
21,21,80,0,13,0,4
60,60,77,0,10,0,4
15,15,74,0,17,3,3
8,8,41,1,17,8,2
78,78,84,0,27,4,1
,0,70,1,4,0,1
48,48,39,1,5,8,1
120,120,25,0,10,2,5
63,63,42,0,10,0,2
150,150,17,0,10,2,6
94,94,89,0,10,8,5
42,42,83,0,13,0,5
52,52,83,0,13,2,2
30,30,77,0,10,7,3
1,1,6,0,16,0,2
4.07,4.07,41,0,17,0,1
,0,1,1,13,7,1
51,51,47,0,10,7,1
24,30,80,0,4,7,3
12.03,12.03,17,0,17,0,3
15,15,38,0,17,0,1
74,74,38,1,10,0,1
192,192,48,0,10,8,1
60.03,60.03,88,0,10,7,2
87,87,6,1,10,2,3
0.03,0.03,42,0,17,0,1
120,120,47,0,10,8,4
0.2,0.2,74,1,10,7,1
21,21,41,1,17,8,3
6.7,6.7,41,0,17,0,1
10,10,41,1,17,0,1
3.45,3.45,74,0,17,3,2
16,16,74,1,10,4,2
30,30,41,0,16,8,1
60,60,33,0,13,0,6
120,120,33,0,13,0,6
144,144,60,0,10,0,1
120,120,33,0,10,0,1
0.69,0.69,74,1,17,4,2
188,188,60,0,13,0,5
25,25,74,1,10,3,1
72,72,60,0,10,2,6
156,156,41,0,10,2,3
60,60,60,0,13,8,4
0.03,0.03,55,1,16,0,1
120,120,27,0,10,2,4
96,96,32,1,10,8,6
0.03,0.03,42,0,17,0,2
70,70,60,0,10,0,1
57,57,69,0,13,0,4
12.03,12.03,74,0,17,3,4
5.75,5.75,74,1,17,4,3
144,144,8,0,10,8,1
60,60,60,0,13,6,1
480,480,76,0,27,8,1
,0,31,0,21,5,1
15,18,74,0,17,3,6
92,92,31,0,13,0,6
120,120,45,0,10,8,6
12.03,12.03,60,0,13,8,3
10.64,10.64,41,0,17,5,2
0.03,0.03,95,1,10,2,2
18,18,74,1,10,3,1
1.97,1.97,74,0,17,3,2
,0,32,1,10,7,1
10.15,10.15,41,0,17,0,3
,0,88,0,17,7,3
,0,74,0,17,3,1
6,6,31,0,1,8,4
,6,31,0,29,0,1
30,30,9,1,10,2,1
9,9,42,0,17,0,2
30,30,74,0,10,3,1
10,10,84,0,17,0,2
9.03,9.03,42,0,17,0,1
18,18,20,0,13,8,2
9,9,20,0,1,8,4
24,24,12,0,17,7,3
12.03,12.03,41,0,17,3,3
9,9,16,0,17,7,3
120,120,80,0,27,7,1
10,10,82,0,17,0,3
78,78,20,1,10,2,2
32,32,41,0,10,8,3
97,97,17,0,10,0,2
140,140,41,0,10,0,1
4.34,4.34,41,0,17,3,1
264.89,264.89,80,0,27,7,1
0.03,0.03,42,0,17,8,1
13,13,41,0,13,0,2
46,46,80,0,13,0,5
192,192,69,0,22,0,1
132,132,69,1,10,8,3
140,140,13,0,13,7,6
2.26,2.26,69,0,17,0,1
60,60,80,0,7,7,1
18.85,18.85,52,0,21,4,2
0.03,0.03,45,0,29,8,1
60,60,50,0,13,7,3
36,36,95,0,10,8,3
84,84,20,0,13,0,1
144,144,50,0,10,2,6
177,177,42,0,26,0,3
27,27,69,0,4,0,3
51,51,74,0,21,4,1
96,96,23,0,13,8,6
0.03,0.03,42,0,17,0,1
0.03,0.03,6,0,16,8,1
40,40,69,0,13,8,1
,0,17,1,16,0,1
15,15,41,0,17,8,3
15,15,42,0,17,0,4
48,48,60,0,10,8,1
5.56,5.56,42,0,17,0,1
75,75,95,0,21,2,2
3.78,3.78,41,0,17,0,1
4.7,4.7,41,1,17,0,1
0.03,0.03,42,0,17,0,1
18.76,18.76,95,0,10,7,5
144,144,23,0,10,8,6
270,270,53,0,27,7,2
27,27,53,0,13,6,1
120,120,9,0,10,7,2
3.48,3.48,84,0,17,3,1
0.03,0.03,3,0,10,7,1
60,60,4,0,10,0,2
0.49,6.49,3,0,10,8,3
204,204,66,0,27,8,1
41,41,40,0,13,0,6
144,144,80,0,7,7,1
57,57,49,0,10,2,3
,0,40,0,13,7,1
8,8,42,0,17,0,2
270,270,53,0,27,7,2
192,192,55,0,27,0,1
18,18,40,0,16,0,1
0.03,0.03,8,0,21,2,1
5,5,70,0,17,0,3
5.16,5.16,42,0,17,0,1
480,480,83,0,27,7,2
7.2,7.2,42,0,17,0,1
10,10,84,0,17,0,3
8,8,84,0,17,0,2
36,36,49,0,10,8,3
8.13,8.13,42,0,17,0,2
,0,42,0,17,8,1
24,24,47,0,10,7,5
1.84,1.84,84,0,17,0,1
82,82,67,1,10,8,3
84,84,39,1,10,2,3
75,75,84,0,13,4,5
9,9,14,1,16,8,1
6,6,39,1,13,0,1
240,240,39,0,27,6,1
,0,70,0,17,3,1
,0,70,0,17,3,1
66,66,12,0,10,8,2
0.03,6.03,13,1,10,8,1
24,24,42,0,17,0,1
4,4,79,0,16,7,1
0.1,0.1,12,0,24,7,2
120,120,47,0,10,8,2
41,41,76,1,21,8,1
4.66,4.66,41,0,17,3,1
12,12,39,0,13,0,1
,4,76,1,16,0,2
33,33,65,0,10,0,5
12.03,12.03,84,0,17,0,3
78,78,65,0,10,0,6
228,228,12,0,13,7,6
16,16,39,0,13,7,4
30,30,3,0,10,8,3
12.03,12.03,95,1,10,8,1
15,15,65,0,13,8,2
6,6,70,0,17,8,2
8.89,8.89,42,1,17,0,1
12.03,12.03,42,0,17,0,1
288,288,63,0,10,2,6
8,8,42,0,17,0,1
14,14,86,0,27,0,1
36,36,80,0,10,2,3
60,60,66,0,10,8,1
9,9,42,0,17,0,1
36,36,70,0,4,8,2
120,120,86,0,13,0,4
57,57,8,0,13,0,1
4.57,4.57,84,0,17,3,3
51,51,86,0,13,0,4
188,188,42,0,13,0,5
,0,13,0,16,2,1
115,115,42,0,13,0,4
30,30,35,1,10,8,1
12.03,12.03,45,0,13,8,3
30,30,80,0,10,2,1
22,22,47,0,10,8,2
0.03,0.03,68,0,10,2,1
22,22,42,0,15,0,3
62.43,62.43,35,0,10,2,1
188,188,39,0,10,0,6
,6,12,0,16,8,1
8,8,42,0,17,0,1
200,200,39,0,26,1,2
12.03,12.03,35,0,16,2,1
48,48,41,0,10,8,2
129,129,39,0,10,8,2
57,57,35,0,13,0,5
25,25,68,0,4,8,3
54,54,16,0,16,4,2
10,10,70,0,17,3,4
24,24,84,0,17,3,4
300,300,44,0,10,7,4
,6,48,0,13,2,2
108,108,39,0,10,0,3
8,8,70,0,17,3,2
6,10,41,0,17,3,1
31,31,41,1,10,2,1
8,8,41,0,17,0,2
78,78,35,0,10,0,2
37,37,41,0,17,0,3
37,37,30,0,13,0,5
12.03,12.03,41,1,17,8,1
12.03,12.03,41,0,17,1,1
78,78,36,0,13,0,6
320,320,39,0,10,8,5
,0,41,1,17,3,1
37,37,48,0,13,8,6
8,8,41,0,17,0,2
60,60,65,0,13,0,2
24,24,41,1,10,2,1
18,18,41,0,17,0,3
16,16,41,0,17,0,3
12.03,12.03,48,0,13,8,2
,0,71,0,10,7,3
6.21,6.21,70,0,17,0,1
12,12,70,0,17,3,4
12.03,12.03,41,0,17,3,1
180,180,43,0,13,6,3
12.03,12.03,70,0,17,3,2
18,18,77,0,4,8,1
,12,66,0,16,2,1
60,60,40,0,15,0,1
57,57,49,0,10,2,4
0.03,0.03,41,0,17,0,1
144,144,68,0,10,2,4
18,18,41,1,10,2,3
26,26,12,0,10,7,1
0.03,9.03,16,0,29,8,1
19,19,1,0,13,2,1
5,10,41,0,17,0,3
30,30,43,0,16,8,1
8,8,47,0,17,0,2
0.03,0.03,60,0,17,8,2
,0,43,1,16,2,1
15,15,41,1,17,0,2
120,120,48,0,10,4,6
90,90,39,1,10,0,1
,0,1,1,16,7,1
210,210,40,0,10,0,6
4.69,4.69,41,1,17,8,1
42,42,1,0,13,8,1
30,30,49,0,10,2,1
80,80,49,0,13,0,6
32,32,82,0,16,2,2
10.2,10.2,42,0,17,0,1
0.03,0.03,42,0,17,0,1
,0,76,0,13,8,1
0.03,4.03,42,1,17,8,1
46,46,41,0,10,8,1
9,9,42,0,17,0,1
60,60,90,0,10,4,6
180,180,17,0,10,2,5
,8,41,0,17,8,1
57,57,47,0,13,0,5
2.56,2.56,42,0,17,0,1
8.43,8.43,42,0,17,0,1
15,15,30,0,13,0,3
,0,12,1,10,2,2
12.03,12.03,41,0,17,3,1
28,28,8,0,13,8,4
8,8,41,0,17,8,1
,0,41,0,17,8,1
5.16,5.16,70,0,17,0,2
18,18,40,0,13,0,1
151,151,39,0,10,0,4
8,8,70,0,17,3,3
6.64,6.64,70,0,13,7,3
120,120,4,0,19,0,1
76,76,17,0,13,0,5
0.33,0.33,90,0,1,8,1
0.33,0.33,90,0,1,8,1
0.03,0.03,6,0,17,0,1
6,6,70,0,17,0,4
6,6,41,0,17,2,2
0.33,0.33,90,0,1,8,1
0.03,0.03,55,0,13,2,3
12.03,12.03,55,0,18,8,1
60,60,66,0,10,0,4
100,100,66,0,13,0,5
66,66,45,1,27,7,2
114,114,27,1,26,0,1
,8,41,1,17,3,1
37,37,41,0,17,0,5
360,360,45,0,27,0,1
41.62,41.62,55,0,10,8,3
124,124,17,0,26,0,3
4.96,4.96,70,0,17,0,2
0.03,0.03,2,0,17,0,1
42.33,42.33,27,0,13,8,5
228,228,63,0,10,8,2
14,14,63,0,25,0,5
0.03,0.03,4,0,17,0,1
36,36,1,0,16,2,1
8,8,87,0,17,0,3
78,78,12,0,10,7,6
12.03,12.03,87,0,28,8,1
120,120,16,0,27,7,1
30,30,16,0,10,0,6
32,32,70,0,13,8,4
204,204,35,0,27,2,1
96,96,62,0,13,6,4
3,3,39,0,13,2,1
73,73,68,1,10,2,2
97,97,4,0,10,0,4
120,120,14,0,10,0,5
4,4,42,0,17,0,1
180,180,66,0,10,0,6
360,360,39,0,27,0,4
0.26,0.26,77,0,4,0,1
41,41,32,0,7,7,1
,0,74,1,16,4,1
,0,82,1,29,5,1
276,276,78,0,4,7,4
0.33,6.33,74,0,8,4,3
168,168,22,0,13,0,5
97,97,84,0,10,4,2
108,108,88,0,20,6,1
42,42,28,0,10,2,3
21,21,12,0,13,7,5
57,57,79,0,10,8,1
0.03,0.03,28,0,16,8,1
121,121,39,0,10,0,2
60,60,28,0,13,0,3
51,51,32,0,13,7,6
84,84,6,0,10,0,6
37,37,14,0,4,8,4
12,12,22,0,17,0,2
5.75,5.75,41,0,17,5,2
57,57,41,0,17,0,3
52,52,65,0,13,0,3
65,65,41,0,16,2,6
33,33,73,0,16,0,3
15,15,14,1,29,8,2
120,120,60,0,13,0,6
87,87,4,0,10,8,3
168,168,39,0,10,0,1
13.03,13.03,74,0,17,3,3
70,70,39,0,10,0,3
,0,60,0,16,7,3
188,188,39,0,10,0,2
46,46,39,0,10,8,3
132,132,68,0,10,2,5
24,24,79,0,13,8,1
151,151,73,0,10,7,3
120,120,60,0,10,8,6
24,24,79,0,16,0,4
132,132,66,0,7,8,2
360,360,84,0,4,7,1
33,33,96,1,16,2,4
21,21,42,0,13,0,1
4.23,4.23,20,1,13,8,4
180,180,39,0,13,0,6
12.03,12.03,41,0,16,2,1
25,25,5,1,1,0,2
42,42,51,0,10,8,6
,0,70,0,17,3,1
120,120,51,0,10,8,3
57,57,22,0,16,0,4
132,132,53,1,10,2,6
4.11,4.11,74,1,17,3,1
9,9,70,1,17,3,3
28,28,96,0,24,0,4
24,24,41,0,17,0,4
470,470,39,0,27,0,3
48,48,14,0,16,8,6
4.2,4.2,70,0,17,0,1
30,30,74,0,10,3,1
18,18,53,1,10,8,1
120,120,53,0,10,7,1
8,8,70,1,17,3,3
60,60,90,0,13,0,5
21,24,5,0,10,7,2
0.99,4.99,81,0,11,7,1
12.03,12.03,70,0,17,4,4
84,84,22,0,13,0,6
38,38,31,0,10,8,1
135,135,65,0,26,7,1
18,18,70,0,10,3,1
30,30,86,0,4,1,1
72,72,81,0,10,8,2
24,24,1,0,13,8,3
342,342,8,0,22,8,6
8.2,8.2,70,0,17,0,2
0.03,0.03,55,1,16,8,1
44,44,89,0,10,8,1
12.03,12.03,66,0,10,2,1
84,84,30,0,10,8,3
46,46,86,0,10,0,3
32,32,31,0,10,8,1
264,264,86,0,27,0,1
12.03,12.03,17,1,16,0,3
2.23,2.23,6,0,17,7,1
67,67,52,0,10,2,3
24,24,86,0,27,0,1
36,36,45,0,16,0,5
13.03,13.03,74,1,10,7,1
84,84,65,0,10,0,3
,0,71,0,16,7,1
72,72,74,0,10,7,6
30,30,39,0,10,8,2
84,84,3,0,10,7,1
0.03,3.03,3,1,10,8,1
3.68,3.68,70,0,17,0,3
,4,46,0,11,8,1
23,23,66,1,10,2,1
60,60,12,0,10,0,3
138,138,55,0,13,2,6
84,84,82,0,13,0,6
144,144,16,0,10,8,1
,0,32,1,16,,
71,71,60,0,26,0,5
,0,22,0,30,0,1
10,10,70,0,17,0,3
13.03,13.03,70,0,17,8,4
0.03,0.03,17,0,9,0,1
41,41,66,0,13,0,6
9.13,9.13,70,0,17,3,3
,0,26,0,13,8,1
36,36,88,0,10,7,6
,0,70,1,10,3,1
0.13,0.13,70,0,10,3,1
70,70,55,0,13,0,3
24,24,65,0,10,0,4
140,140,39,0,10,0,5
120,120,24,1,10,8,2
,0,70,0,13,8,1
4.11,16.11,74,0,10,4,4
60,60,22,0,7,0,1
41,41,66,0,13,0,6
41,41,56,0,21,0,1
3.35,3.35,70,0,17,0,2
12,12,24,0,25,7,6
8,8,70,0,17,8,4
3.35,3.35,70,0,17,3,2
15,15,70,0,17,8,4
37,37,70,0,4,0,1
8,8,70,0,17,3,3
0.1,0.1,70,1,17,3,1
132,132,56,0,10,2,5
,0,70,0,17,3,1
330,330,33,0,10,2,4
6,6,13,1,16,8,1
120,120,39,1,10,8,1
120,120,87,1,10,8,1
76,76,87,1,10,8,3
3.65,3.65,70,0,17,0,1
37,37,87,0,20,0,1
24,24,48,1,10,2,1
52,52,87,0,10,8,1
48,48,65,0,13,8,6
4.37,4.37,70,0,17,0,2
12,12,42,0,17,0,1
,0,30,1,13,7,1
,0,70,1,1,0,1
87,87,84,0,13,0,4
0.26,12.26,74,0,10,3,1
8,8,42,1,1,0,1
6,6,70,0,17,3,2
18,18,5,0,10,8,1
3.98,3.98,70,0,17,3,3
33,33,70,0,17,8,1
15,15,70,0,17,3,3
3.98,3.98,70,0,17,3,3
84,84,81,0,10,8,1
77,77,65,0,13,0,6
6,6,30,1,16,8,3
,0,40,1,16,8,1
210,210,49,0,10,0,4
16,16,70,0,17,3,4
,0,70,1,17,3,1
51,51,39,0,26,0,1
33,33,78,0,16,0,1
24,24,32,0,21,7,1
,0,84,0,16,0,1
130,130,72,0,10,0,6
87,87,31,0,10,2,2
0.03,0.03,30,0,17,0,1
15,15,70,1,13,8,1
144,144,87,0,10,8,1
9,9,70,0,17,8,4
151,151,39,0,10,2,1
0.03,0.03,1,1,10,7,1
5,5,81,0,13,8,1
8,8,76,0,17,5,3
210,210,72,0,10,0,5
0.07,0.07,22,0,30,0,1
,0,22,0,30,0,1
,0,70,0,17,3,2
0.03,0.03,22,0,16,0,2
7.82,7.82,70,0,17,3,3
60,60,65,0,10,0,4
18,18,74,0,10,3,1
18,18,30,0,16,8,6
97,97,70,0,10,2,1
,0,83,0,13,8,2
7.92,7.92,39,0,17,0,1
140,140,83,0,7,8,1
4.8,4.8,70,0,17,3,3
,0,9,1,29,8,1
6,6,70,1,17,8,2
18,18,37,0,13,8,2
0.03,0.03,44,0,10,2,1
12.03,12.03,37,0,16,8,1
12.03,12.03,37,0,16,8,1
186,186,28,1,10,2,4
0.03,0.03,30,0,17,0,3
31,31,28,0,13,0,6
24,24,1,0,10,8,1
0.03,0.03,88,0,28,6,1
70,70,39,0,10,8,4
24,24,39,0,10,0,3
24,24,39,1,10,0,1
30,30,56,0,13,8,1
16,16,83,1,25,0,5
44,44,72,0,13,8,1
40,40,27,0,13,2,1
240,240,32,0,10,7,6
96,96,79,0,7,7,1
13.43,25.43,38,1,27,2,2
6,6,78,0,11,7,1
120,120,4,0,10,0,1
,3,90,0,1,8,1
6,6,4,0,17,7,2
84,84,32,0,16,6,1
46,46,32,0,16,0,1
0.03,0.03,32,0,17,7,3
78,78,79,0,7,7,1
40,40,32,0,16,8,1
108,108,20,0,10,7,6
8.56,8.56,42,1,17,0,1
18,18,79,0,10,2,1
8.76,8.76,42,0,17,0,1
,0,78,1,16,8,1
11.3,11.3,42,1,17,0,1
0.03,0.03,31,0,13,8,1
180,180,1,0,21,7,2
12.03,27.03,74,1,21,2,1
6,6,8,0,17,8,2
27,27,74,0,17,3,4
27.76,27.76,60,0,17,0,2
80,80,41,0,26,8,5
60,60,74,0,10,4,1
11.24,11.24,41,0,24,5,2
18.1,18.1,41,0,17,5,3
130,130,4,0,10,6,3
93,93,4,0,26,0,2
